1503616371604_EMG.csv,fork,EMG,28390,
1503616371604_video_info.csv,spoon,EMG,27840,
1503616371604_EMG.csv,spoon,EMG,13593,
1503616371604.csv,fork,gT,40,
1503615955779.csv,spoon,gT,40,
1503618071641_EMG.csv,fork,EMG,23546,
1503618071641_IMU.csv,fork,IMU,11490,
1503618071641_EMG.csv,spoon,EMG,21762,
1503618071641_video_info.csv,spoon,EMG,10654,
1503618071641.csv,fork,gT,40,
1503617764878.csv,spoon,gT,40,
1503683563307_EMG.csv,fork,EMG,27517,
1503683563307_IMU.csv,fork,IMU,13399,
1503683563307_video_info.csv,spoon,EMG,11365,
1503683563307_IMU.csv,spoon,IMU,23324,
1503683563307.csv,fork,gT,40,
1503683073471.csv,spoon,gT,40,
1503685368577_EMG.csv,fork,EMG,27076,
1503685368577_IMU.csv,fork,IMU,13162,
1503685368577_EMG.csv,spoon,EMG,27531,
1503685368577_IMU.csv,spoon,IMU,13399,
1503685368577.csv,fork,gT,40,
1503685034967.csv,spoon,gT,40,
1503686805336_IMU.csv,fork,IMU,11595,
1503686805336_EMG.csv,fork,EMG,23815,
1503686805336_IMU.csv,spoon,IMU,12891,
1503686805336_EMG.csv,spoon,EMG,26463,
1503686805336.csv,fork,gT,40,
1503686425859.csv,spoon,gT,40,
1503688257359_EMG.csv,fork,EMG,18013,
1503688257359_IMU.csv,fork,IMU,8767,
1503688257359_IMU.csv,spoon,IMU,9537,
1503688257359_video_info.csv,spoon,EMG,19457,
1503688257359.csv,fork,gT,40,
1503688007613.csv,spoon,gT,40,
1503695352765_IMU.csv,fork,IMU,18708,
1503695352765_EMG.csv,fork,EMG,38448,
1503695352765_IMU.csv,spoon,IMU,17206,
1503695352765_EMG.csv,spoon,EMG,35213,
1503695352765.csv,fork,gT,40,
1503694930450.csv,spoon,gT,40,
1503697313323_IMU.csv,fork,IMU,10523,
1503697313323_EMG.csv,fork,EMG,21518,
1503697313323_video_info.csv,spoon,EMG,14406,
1503697313323_EMG.csv,spoon,EMG,29617,
1503697313323.csv,fork,gT,40,
1503696689988.csv,spoon,gT,40,
1503698678322_EMG.csv,fork,EMG,35743,
1503698678322_IMU.csv,fork,IMU,17495,
1503698678322_video_info.csv,spoon,EMG,16405,
1503698678322_IMU.csv,spoon,IMU,33673,
1503698678322.csv,fork,gT,40,
1503699291032.csv,spoon,gT,40,
1503701484723_IMU.csv,fork,IMU,7447,
1503701484723_EMG.csv,fork,EMG,15296,
1503701484723_IMU.csv,spoon,IMU,16094,
1503701484723_EMG.csv,spoon,EMG,7857,
1503701484723.csv,fork,gT,36,
1503701139779.csv,spoon,gT,40,
1503702810845_EMG.csv,fork,EMG,33725,
1503702810845_IMU.csv,fork,IMU,16413,
1503702810845_EMG.csv,spoon,EMG,13119,
1503702810845_video_info.csv,spoon,EMG,26801,
1503702810845.csv,fork,gT,40,
1503702387838.csv,spoon,gT,40,
1503704008775_IMU.csv,fork,IMU,22394,
1503704008775_IMU.csv,spoon,IMU,50054,
1503704008775_EMG.csv,spoon,EMG,24324,
1503704008775.csv,fork,gT,40,
1503705469691.csv,spoon,gT,40,
1503944237832_IMU.csv,fork,IMU,27781,
1503944237832_EMG.csv,fork,EMG,57155,
1503944237832_video_info.csv,spoon,EMG,23012,
1503944237832_EMG.csv,spoon,EMG,47345,
1503944237832.csv,fork,gT,40,
1503943620094.csv,spoon,gT,40,
1503945980566_IMU.csv,fork,IMU,16346,
1503945980566_EMG.csv,fork,EMG,33453,
1503945980566_IMU.csv,spoon,IMU,31217,
1503945980566_video_info.csv,spoon,EMG,15238,
1503945980566.csv,fork,gT,40,
1503945515116.csv,spoon,gT,40,
1503948467876_EMG.csv,fork,EMG,35791,
1503948467876_IMU.csv,fork,IMU,17376,
1503948467876_video_info.csv,spoon,EMG,18276,
1503948467876_EMG.csv,spoon,EMG,37443,
1503948467876.csv,fork,gT,40,
1503947384353.csv,spoon,gT,40,
1503955687111_EMG.csv,fork,EMG,38241,
1503955687111_IMU.csv,fork,IMU,18562,
1503955687111_EMG.csv,spoon,EMG,19259,
1503955687111_IMU.csv,spoon,IMU,39407,
1503955687111.csv,fork,gT,40,
1503954634592.csv,spoon,gT,40,
1503957322493_EMG.csv,fork,EMG,32312,
1503957322493_IMU.csv,fork,IMU,15682,
1503957322493_EMG.csv,spoon,EMG,31331,
1503957322493_IMU.csv,spoon,IMU,15273,
1503957322493.csv,fork,gT,42,
1503956929450.csv,spoon,gT,40,
1503959170110_IMU.csv,fork,IMU,21203,
1503959170110_EMG.csv,fork,EMG,43547,
1503959170110_video_info.csv,spoon,EMG,21802,
1503959170110_EMG.csv,spoon,EMG,44680,
1503959170110.csv,fork,gT,40,
1503958514022.csv,spoon,gT,40,
